	Adult_FG_1	Adult_FG_2	Adult_FG_3	Adult_OV_1	Adult_OV_2	Adult_OV_3
FUN_003608-T1	0	0	0	0	0	0
FUN_003609-T1	0	0	0	0	0	0
FUN_003610-T1	0	0	0	0	0	0
FUN_003611-T1	0	0	0	0	0	0
FUN_003612-T1	442	1022	521	679	1587	599
FUN_003613-T1	1	2	0	0	0	0
FUN_003614-T1	0	0	0	0	0	0
FUN_003615-T1	72	139	21	22	43	12
FUN_003616-T1	176	276	79	53	62	32
FUN_003617-T1	554	705	135	120	110	48
FUN_003618-T1	0	0	0	0	0	1
FUN_003619-T1	0	0	0	0	0	0
FUN_003620-T1	0	0	0	0	0	0
FUN_003621-T1	0	0	0	0	0	0
FUN_003622-T1	0	2	0	0	0	0
FUN_003623-T1	0	1	0	1	1	1
FUN_003624-T1	0	0	0	0	0	0
FUN_003625-T1	0	0	0	0	0	0
FUN_003626-T1	0	0	0	0	0	0
FUN_003627-T1	0	0	0	0	0	0
FUN_003628-T1	0	0	0	0	0	0
FUN_003629-T1	0	0	0	0	0	0
FUN_003630-T1	0	0	0	0	0	0
FUN_003631-T1	0	0	0	0	0	0
FUN_003632-T1	0	0	0	0	0	0
FUN_003633-T1	0	0	0	0	0	0
FUN_003634-T1	0	0	0	0	0	0
FUN_003635-T1	0	0	0	0	0	0
FUN_003636-T1	0	0	0	0	0	0
FUN_003637-T1	62	128	57	68	225	83
FUN_003638-T1	33	66	9	13	29	9
FUN_003639-T1	13	46	15	21	94	20
FUN_003640-T1	0	0	0	0	0	0
FUN_003641-T1	22	63	27	13	72	17
FUN_003642-T1	0	0	0	0	0	0
FUN_003643-T1	0	0	0	0	0	0
FUN_003644-T1	0	0	0	0	0	0
FUN_003645-T1	0	0	0	0	0	0
FUN_003646-T1	0	0	0	0	0	0
FUN_003647-T1	0	0	0	1	1	0
FUN_003648-T1	0	0	0	4	4	6
FUN_003649-T1	11	28	14	26	72	14
FUN_003650-T1	6	36	12	119	211	100
FUN_003651-T1	2	5	5	11	12	12
FUN_003652-T1	0	0	0	1	0	1
FUN_003653-T1	0	0	0	4	6	1
FUN_003654-T1	9	18	5	6	10	13
FUN_003655-T1	0	0	1	0	0	0
FUN_003656-T1	189	586	137	127	419	156
FUN_003657-T1	0	0	0	0	0	0
FUN_003658-T1	7	25	2	2	13	3
FUN_003659-T1	9	8	1	0	2	0
FUN_003660-T1	29	76	14	9	5	9
FUN_003661-T1	0	2	0	0	0	0
FUN_003662-T1	8	2	3	0	0	0
FUN_003663-T1	18	71	24	22	90	13
FUN_003664-T1	8	36	10	13	48	10
FUN_003665-T1	0	0	0	0	1	0
FUN_003666-T1	10	15	9	10	27	6
FUN_003667-T1	1	0	1	0	2	0
FUN_003668-T1	1	0	0	0	0	1
FUN_003669-T1	1	0	0	0	1	0
FUN_003670-T1	0	0	0	0	0	0
FUN_003671-T1	0	0	0	0	0	0
FUN_003672-T1	1	0	0	0	0	0
FUN_003673-T1	1	0	1	1	0	0
FUN_003674-T1	18	74	8	16	65	15
FUN_003675-T1	3	0	9	0	0	0
FUN_003676-T1	0	0	0	0	0	0
FUN_003677-T1	23	64	31	43	195	39
FUN_003678-T1	0	1	4	0	3	0
FUN_003679-T1	356	615	223	224	900	308
FUN_003680-T1	0	0	0	0	0	0
FUN_003681-T1	0	0	0	0	0	0
FUN_003682-T1	0	0	0	0	0	0
FUN_003683-T1	0	0	0	0	0	0
FUN_003684-T1	0	0	0	0	0	0
FUN_003685-T1	0	0	0	0	0	0
FUN_003686-T1	31	72	26	73	283	65
FUN_003687-T1	8	17	8	2	14	4
FUN_003688-T1	11	19	1	10	6	4
FUN_003689-T1	582	1728	710	1134	3560	1040
FUN_003690-T1	28	61	29	26	71	19
FUN_003691-T1	1	0	0	0	0	0
FUN_003692-T1	43	171	64	55	340	101
FUN_003693-T1	158	487	164	191	948	262
FUN_003694-T1	251	552	175	218	640	179
FUN_003695-T1	49	135	42	55	214	43
FUN_003696-T1	4	37	6	1	35	2
FUN_003697-T1	0	0	1	0	1	0
FUN_003698-T1	2	3	2	0	0	0
FUN_003699-T1	0	1	1	1	0	0
FUN_003700-T1	0	0	0	1	4	0
FUN_003701-T1	0	0	0	0	0	0
FUN_003702-T1	0	0	0	0	0	0
FUN_003703-T1	0	0	0	0	0	0
FUN_003704-T1	0	1	0	0	0	0
FUN_003705-T1	0	0	0	0	0	0
FUN_003706-T1	0	0	0	0	0	0
FUN_003707-T1	0	0	0	0	0	0
FUN_003708-T1	0	0	1	0	0	0
FUN_003709-T1	0	0	0	1	0	0
FUN_003710-T1	0	1	0	0	0	0
FUN_003711-T1	0	0	0	0	0	0
FUN_003712-T1	0	0	0	0	0	0
FUN_003713-T1	0	0	0	0	0	0
FUN_003714-T1	0	0	0	0	0	0
FUN_003715-T1	1	3	3	0	1	1
FUN_003716-T1	0	0	0	0	0	0
FUN_003717-T1	0	0	0	0	0	0
FUN_003718-T1	0	0	0	0	0	0
FUN_003719-T1	0	5	1	0	0	0
FUN_003720-T1	0	6	1	1	0	2
FUN_003721-T1	0	0	0	0	0	0
FUN_003722-T1	638	1400	955	733	2525	597
FUN_003723-T1	0	0	0	0	0	0
FUN_003724-T1	0	0	0	0	0	0
FUN_003725-T1	0	0	0	0	0	0
FUN_003726-T1	0	0	0	0	0	0
FUN_003727-T1	2197	4104	3195	10	27	25
FUN_003728-T1	1506	3267	1405	2	3	8
FUN_003729-T1	0	0	0	0	0	0
FUN_003730-T1	20	0	1	0	11	0
FUN_003731-T1	5	7	1	0	0	0
FUN_003732-T1	2	0	0	0	1	0
FUN_003733-T1	5	1	1	0	0	0
FUN_003734-T1	0	0	0	0	0	0
FUN_003735-T1	60	108	50	14	32	7
FUN_003736-T1	113	197	100	85	154	85
FUN_003737-T1	2	4	4	0	1	1
FUN_003738-T1	3	6	3	0	1	0
FUN_003739-T1	0	0	0	0	0	0
FUN_003740-T1	35	37	13	13	12	7
FUN_003741-T1	0	8	2	0	11	6
FUN_003742-T1	86	178	65	194	1275	198
FUN_003743-T1	0	0	0	0	0	0
FUN_003744-T1	4	27	1	4	18	7
FUN_003745-T1	1	7	4	5	17	6
FUN_003746-T1	790	2235	718	826	2354	717
FUN_003747-T1	0	0	0	0	0	0
FUN_003748-T1	0	0	0	0	0	0
FUN_003749-T1	0	0	0	0	0	0
FUN_003750-T1	0	0	0	0	0	0
FUN_003751-T1	0	0	0	0	0	0
FUN_003752-T1	0	0	0	0	0	0
FUN_003753-T1	0	0	0	0	0	0
FUN_003754-T1	0	0	0	0	0	0
FUN_003755-T1	0	0	0	0	0	0
FUN_003756-T1	0	0	0	0	0	0
FUN_003757-T1	0	0	0	0	0	0
FUN_003758-T1	0	0	0	0	0	0
FUN_003759-T1	0	0	0	0	0	0
FUN_003760-T1	0	15	5	2	11	5
FUN_003761-T1	1	4	5	5	30	2
FUN_003762-T1	1	6	4	0	5	0
FUN_003763-T1	18	63	15	20	91	22
FUN_003764-T1	24	105	32	39	167	33
FUN_003765-T1	47	176	36	10	30	19
FUN_003766-T1	424	548	115	83	98	40
FUN_003767-T1	0	0	0	0	0	0
FUN_003768-T1	0	0	0	0	0	0
FUN_003769-T1	0	14	0	4	11	0
FUN_003770-T1	58	125	41	87	252	45
FUN_003771-T1	0	0	0	0	0	0
FUN_003772-T1	0	2	0	1	3	2
FUN_003773-T1	0	0	0	0	0	0
FUN_003774-T1	0	0	0	0	0	0
FUN_003775-T1	0	0	0	0	0	0
FUN_003776-T1	0	0	0	0	0	0
FUN_003777-T1	0	0	0	0	0	0
FUN_003778-T1	0	0	0	0	0	0
FUN_003779-T1	0	0	0	0	0	0
FUN_003780-T1	0	0	0	0	0	0
FUN_003781-T1	0	0	0	0	0	0
FUN_003782-T1	0	0	0	0	0	0
FUN_003783-T1	0	0	0	0	0	0
FUN_003784-T1	0	0	0	0	0	0
FUN_003785-T1	0	0	0	0	0	0
FUN_003786-T1	0	0	0	0	0	0
FUN_003787-T1	0	0	0	0	0	0
FUN_003788-T1	0	0	0	0	0	0
FUN_003789-T1	0	0	0	0	0	0
FUN_003790-T1	0	0	0	0	0	0
FUN_003791-T1	0	0	0	0	0	0
FUN_003792-T1	1	0	2	1559	3881	1068
FUN_003793-T1	0	0	2	905	2093	708
FUN_003794-T1	0	0	0	0	0	0
FUN_003795-T1	0	10	1	6	7	7
FUN_003796-T1	2	27	6	6	39	4
FUN_003797-T1	10	35	7	10	42	9
FUN_003798-T1	0	0	0	0	0	0
FUN_003799-T1	0	0	0	0	0	0
FUN_003800-T1	0	0	0	0	0	0
FUN_003801-T1	227	430	141	197	874	222
FUN_003802-T1	576	472	578	178	529	129
FUN_003803-T1	0	0	0	2	7	2
FUN_003804-T1	0	2	0	2	9	4
FUN_003805-T1	5	39	12	17	53	15
FUN_003806-T1	360	963	316	309	1145	328
FUN_003807-T1	0	0	0	0	0	0
FUN_003808-T1	0	0	0	0	0	0
FUN_003809-T1	0	0	0	0	0	0
FUN_003810-T1	0	0	0	0	0	0
FUN_003811-T1	0	0	0	0	0	0
FUN_003812-T1	21	47	25	0	0	0
FUN_003813-T1	0	0	0	0	0	0
FUN_003814-T1	0	0	0	0	0	0
FUN_003815-T1	89	199	78	5	7	6
FUN_003816-T1	0	0	0	0	0	0
FUN_003817-T1	0	0	0	0	0	0
FUN_003818-T1	0	0	0	0	0	0
FUN_003819-T1	0	0	0	0	0	0
FUN_003820-T1	0	0	0	0	0	0
FUN_003821-T1	0	1	3	1	0	1
FUN_003822-T1	13	58	17	26	99	27
FUN_003823-T1	4	20	9	12	33	18
FUN_003824-T1	609	1660	531	632	2435	566
FUN_003825-T1	27	58	7	43	122	29
FUN_003826-T1	49	106	36	48	225	65
FUN_003827-T1	2636	6880	2468	2274	7652	2219
FUN_003828-T1	63	177	43	85	286	75
FUN_003829-T1	57	156	61	217	647	204
FUN_003830-T1	4	1	0	9	13	0
FUN_003831-T1	13	33	8	3	10	4
FUN_003832-T1	10	21	0	1	12	3
FUN_003833-T1	3	22	3	9	41	17
FUN_003834-T1	17	40	17	16	60	13
FUN_003835-T1	4	22	12	16	37	12
FUN_003836-T1	60	203	32	38	189	57
FUN_003837-T1	8	15	5	6	9	2
FUN_003838-T1	1	0	0	0	0	0
FUN_003839-T1	0	0	0	0	0	0
FUN_003840-T1	15	49	12	17	47	8
FUN_003841-T1	0	0	0	0	0	0
FUN_003842-T1	0	0	0	0	0	0
FUN_003843-T1	0	0	0	0	0	0
FUN_003844-T1	0	0	0	0	0	0
FUN_003845-T1	0	0	0	0	0	0
FUN_003846-T1	11	17	8	9	21	5
FUN_003847-T1	0	0	0	0	0	0
FUN_003848-T1	0	6	0	0	0	0
FUN_003849-T1	0	0	0	0	0	0
FUN_003850-T1	0	0	0	0	0	0
FUN_003851-T1	0	0	0	0	2	0
FUN_003852-T1	0	0	0	0	0	0
FUN_003853-T1	0	0	0	0	0	0
FUN_003854-T1	0	0	0	0	0	0
FUN_003855-T1	0	0	0	0	0	0
FUN_003856-T1	0	0	0	0	1	0
FUN_003857-T1	0	0	0	0	0	1
FUN_003858-T1	50	121	41	48	214	50
FUN_003859-T1	0	0	0	1	0	1
FUN_003860-T1	9	34	14	12	43	9
FUN_003861-T1	125	405	79	119	509	91
FUN_003862-T1	9	52	18	20	45	16
FUN_003863-T1	0	0	0	0	0	0
FUN_003864-T1	0	0	0	0	0	0
FUN_003865-T1	68	159	57	41	184	51
FUN_003866-T1	0	0	0	0	0	0
FUN_003867-T1	9	25	4	15	39	7
FUN_003868-T1	0	2	1	2	6	0
FUN_003869-T1	19	54	15	12	67	6
FUN_003870-T1	0	6	1	10	21	4
FUN_003871-T1	0	1	0	0	0	0
FUN_003872-T1	0	0	0	0	0	0
FUN_003873-T1	0	0	0	0	0	0
FUN_003874-T1	0	0	0	0	0	0
FUN_003875-T1	0	0	0	0	0	0
FUN_003876-T1	0	0	0	0	0	0
FUN_003877-T1	0	0	0	0	0	0
FUN_003878-T1	0	0	0	0	0	0
FUN_003879-T1	0	0	0	0	0	0
FUN_003880-T1	0	0	0	0	0	0
FUN_003881-T1	0	0	0	0	1	0
FUN_003882-T1	0	0	0	0	0	0
FUN_003883-T1	0	0	0	0	0	0
FUN_003884-T1	0	0	0	0	0	0
FUN_003885-T1	3	15	10	16	32	14
FUN_003886-T1	0	0	0	0	0	0
FUN_003887-T1	0	0	0	0	0	0
FUN_003888-T1	1	0	0	0	0	0
FUN_003889-T1	1	6	1	0	0	0
FUN_003890-T1	0	1	0	0	2	0
FUN_003891-T1	0	0	0	0	0	0
FUN_003892-T1	0	1	1	2	0	0
FUN_003893-T1	1	4	0	5	3	2
FUN_003894-T1	0	0	0	0	0	0
FUN_003895-T1	0	0	0	0	0	0
FUN_003896-T1	740	2003	437	731	2582	590
FUN_003897-T1	79	318	69	148	374	107
FUN_003898-T1	0	0	0	0	0	0
FUN_003899-T1	1	3	0	0	3	2
FUN_003900-T1	0	0	0	0	0	0
FUN_003901-T1	2	25	6	1	11	2
FUN_003902-T1	38	74	10	23	80	12
FUN_003903-T1	0	1	0	0	2	1
FUN_003904-T1	0	0	0	0	0	0
FUN_003905-T1	0	0	0	0	0	0
FUN_003906-T1	0	1	0	0	1	0
FUN_003907-T1	0	0	0	0	0	0
FUN_003908-T1	17	48	21	135	191	51
FUN_003909-T1	156	493	178	116	441	99
FUN_003910-T1	27	35	29	86	203	71
FUN_003911-T1	17	29	14	24	84	21
FUN_003912-T1	0	0	0	0	0	0
FUN_003913-T1	57	173	33	45	247	32
FUN_003914-T1	13	25	4	7	50	7
FUN_003915-T1	47	208	97	178	560	108
FUN_003916-T1	6	39	18	6	29	5
FUN_003917-T1	8	35	21	19	55	10
FUN_003918-T1	0	0	0	0	0	0
FUN_003919-T1	0	0	0	0	0	0
FUN_003920-T1	1797	2094	443	764	1551	517
FUN_003921-T1	0	0	0	0	0	0
FUN_003922-T1	0	0	0	0	0	0
FUN_003923-T1	0	0	0	0	3	0
FUN_003924-T1	1	6	0	9	48	14
FUN_003925-T1	0	0	0	0	0	0
FUN_003926-T1	0	0	0	0	0	0
FUN_003927-T1	0	8	0	19	105	19
FUN_003928-T1	215	545	191	217	716	193
FUN_003929-T1	4	21	15	15	51	8
FUN_003930-T1	15	64	12	22	82	16
FUN_003931-T1	15	24	6	9	46	9
FUN_003932-T1	13	18	6	9	57	14
FUN_003933-T1	50	42	17	16	6	7
FUN_003934-T1	2	0	3	9	15	8
FUN_003935-T1	10	18	7	23	43	11
FUN_003936-T1	3	0	0	16	28	11
FUN_003937-T1	0	0	0	0	0	0
FUN_003938-T1	0	0	0	0	0	0
FUN_003939-T1	0	0	0	0	0	0
FUN_003940-T1	0	0	0	0	0	0
FUN_003941-T1	0	2	0	0	1	0
FUN_003942-T1	22	87	28	34	92	21
FUN_003943-T1	1252	3251	881	2030	5811	1685
FUN_003944-T1	2	11	4	4	16	5
FUN_003945-T1	1	1	1	89	223	100
FUN_003946-T1	53	138	57	155	419	145
FUN_003947-T1	5	7	1	0	6	1
FUN_003948-T1	5	60	11	19	46	10
FUN_003949-T1	0	0	0	0	0	0
FUN_003950-T1	0	0	0	0	0	0
FUN_003951-T1	6	6	2	11	14	20
FUN_003952-T1	0	0	0	0	0	0
FUN_003953-T1	1	0	0	5	3	0
FUN_003954-T1	3064	8609	2366	5009	20970	4449
FUN_003955-T1	10	18	9	12	52	15
FUN_003956-T1	43	193	34	78	167	51
FUN_003957-T1	0	1	0	0	1	0
FUN_003958-T1	0	0	0	1	1	0
FUN_003959-T1	0	0	0	0	0	0
FUN_003960-T1	0	0	0	0	0	0
FUN_003961-T1	28	0	0	0	0	0
FUN_003962-T1	27	81	14	11	21	12
FUN_003963-T1	19	91	25	2	10	3
FUN_003964-T1	0	0	0	0	0	0
FUN_003965-T1	0	0	0	0	0	0
FUN_003966-T1	0	0	0	0	0	0
FUN_003967-T1	0	0	0	0	0	0
FUN_003968-T1	0	1	0	1	0	0
FUN_003969-T1	0	2	0	0	0	0
FUN_003970-T1	0	0	0	0	0	0
FUN_003971-T1	1	0	0	0	0	0
FUN_003972-T1	1	0	1	0	0	0
FUN_003973-T1	0	1	0	0	0	0
FUN_003974-T1	0	0	0	0	0	0
FUN_003975-T1	3	0	0	0	0	0
FUN_003976-T1	0	0	0	1	0	0
FUN_003977-T1	0	0	0	0	0	0
FUN_003978-T1	0	0	0	0	0	0
FUN_003979-T1	0	0	0	0	0	0
FUN_003980-T1	0	0	0	0	0	0
FUN_003981-T1	0	0	0	0	0	0
FUN_003982-T1	0	0	0	0	0	0
FUN_003983-T1	0	0	0	0	0	0
FUN_003984-T1	2	3	3	0	0	0
FUN_003985-T1	215	366	269	2	0	1
FUN_003986-T1	220	553	406	1	7	1
FUN_003987-T1	17	5	4	0	0	0
FUN_003988-T1	729	2085	632	1	6	5
FUN_003989-T1	116	6	49	0	0	0
FUN_003990-T1	9	0	1	0	0	0
FUN_003991-T1	12	1	5	0	0	0
FUN_003992-T1	18	1	10	0	0	0
FUN_003993-T1	1	0	0	4	6	1
FUN_003994-T1	6	0	22	39	86	49
FUN_003995-T1	7	3	9	0	0	0
FUN_003996-T1	7	2	1	4	1	2
FUN_003997-T1	13	16	6	6	18	2
FUN_003998-T1	1	2	0	1	2	1
FUN_003999-T1	1	0	0	0	1	0
FUN_004000-T1	37	88	27	31	209	63
FUN_004001-T1	2	4	5	9	17	7
FUN_004002-T1	0	2	1	2	4	1
FUN_004003-T1	0	3	0	0	9	0
FUN_004004-T1	1	14	2	7	16	3
FUN_004005-T1	0	0	0	0	0	0
FUN_004006-T1	0	0	0	0	0	0
FUN_004007-T1	0	0	0	0	0	0
FUN_004008-T1	3	1	6	28	112	48
FUN_004009-T1	0	0	0	0	0	0
FUN_004010-T1	0	1	0	0	0	0
FUN_004011-T1	0	0	0	0	0	0
FUN_004012-T1	0	0	0	0	0	0
FUN_004013-T1	0	0	0	0	0	0
FUN_004014-T1	0	0	0	0	0	0
FUN_004015-T1	0	0	0	0	0	0
FUN_004016-T1	0	0	0	0	0	0
FUN_004017-T1	116	415	108	199	741	176
FUN_004018-T1	278	758	233	355	831	311
FUN_004019-T1	0	0	0	0	0	0
FUN_004020-T1	0	0	0	0	0	0
FUN_004021-T1	0	2	0	0	0	0
FUN_004022-T1	0	0	0	0	0	0
FUN_004023-T1	51	153	54	79	286	90
FUN_004024-T1	431	1152	330	631	1781	417
FUN_004025-T1	190	437	129	212	636	195
FUN_004026-T1	456	1125	285	386	1307	330
FUN_004027-T1	0	1	3	0	13	1
FUN_004028-T1	72	256	80	181	483	111
FUN_004029-T1	2	8	4	1	1	0
FUN_004030-T1	0	0	0	0	0	0
FUN_004031-T1	5	14	4	1	4	0
FUN_004032-T1	8	17	1	16	27	23
FUN_004033-T1	0	0	0	0	0	0
FUN_004034-T1	3	21	5	8	17	11
FUN_004035-T1	8	45	9	12	49	10
FUN_004036-T1	0	1	0	0	0	5
FUN_004037-T1	0	0	0	0	0	0
FUN_004038-T1	2	1	0	0	2	1
FUN_004039-T1	1	0	2	0	5	1
FUN_004040-T1	0	0	0	0	0	0
FUN_004041-T1	0	0	0	0	0	0
FUN_004042-T1	1	1	1	0	1	0
FUN_004043-T1	5	6	10	1607	4155	1461
FUN_004044-T1	0	0	0	0	0	0
FUN_004045-T1	3	25	14	12	35	8
FUN_004046-T1	23	52	19	28	97	27
FUN_004047-T1	0	0	0	0	0	0
FUN_004048-T1	0	0	0	0	0	0
FUN_004049-T1	0	0	0	0	0	0
FUN_004050-T1	0	0	0	0	0	0
FUN_004051-T1	0	0	0	0	0	0
FUN_004052-T1	0	0	0	0	0	0
FUN_004053-T1	0	0	0	0	0	0
FUN_004054-T1	0	0	0	1	0	0
FUN_004055-T1	533	2305	703	509	1726	323
FUN_004056-T1	27	77	19	81	185	60
FUN_004057-T1	0	0	0	8	16	10
FUN_004058-T1	17	25	14	26	65	18
FUN_004059-T1	9	14	7	8	18	6
FUN_004060-T1	52	145	67	109	323	116
FUN_004061-T1	5	17	13	3	24	7
FUN_004062-T1	0	0	0	0	0	0
FUN_004063-T1	0	0	0	0	0	0
FUN_004064-T1	40	153	36	46	180	38
FUN_004065-T1	16	53	9	15	65	20
FUN_004066-T1	0	0	0	0	0	0
FUN_004067-T1	0	0	0	0	0	0
FUN_004068-T1	0	0	0	0	0	0
FUN_004069-T1	0	0	0	0	0	0
FUN_004070-T1	5	35	5	1	5	3
FUN_004071-T1	0	0	0	0	0	0
FUN_004072-T1	6	36	19	12	59	18
FUN_004073-T1	0	2	0	0	0	0
FUN_004074-T1	71	200	78	357	1263	302
FUN_004075-T1	0	0	0	0	0	0
FUN_004076-T1	0	0	0	0	0	0
FUN_004077-T1	0	0	0	0	0	0
FUN_004078-T1	0	0	0	0	0	0
FUN_004079-T1	0	0	0	0	0	0
FUN_004080-T1	25	66	18	113	278	103
FUN_004081-T1	38	89	37	208	546	177
FUN_004082-T1	39	69	19	97	409	92
FUN_004083-T1	40	109	23	198	672	172
FUN_004084-T1	40	115	31	204	758	185
FUN_004085-T1	14	30	13	104	282	63
FUN_004086-T1	2	0	0	2	2	1
FUN_004087-T1	17	48	10	41	112	26
FUN_004088-T1	26	0	17	2	1	1
FUN_004089-T1	0	0	0	0	0	0
FUN_004090-T1	0	0	0	0	2	0
FUN_004091-T1	12	2	2	1	16	0
FUN_004092-T1	15	0	9	0	0	0
FUN_004093-T1	0	0	0	0	0	0
FUN_004094-T1	0	0	0	0	0	0
FUN_004095-T1	0	0	0	0	0	0
FUN_004096-T1	0	0	0	0	0	0
FUN_004097-T1	0	0	0	0	0	0
FUN_004098-T1	0	3	1	0	0	0
FUN_004099-T1	31	92	24	63	307	64
FUN_004100-T1	0	0	0	0	0	1
FUN_004101-T1	0	0	2	86	105	38
FUN_004102-T1	0	0	0	0	0	0
FUN_004103-T1	4	28	24	5	23	4
FUN_004104-T1	131	320	91	30	60	26
FUN_004105-T1	1	0	2	0	4	2
FUN_004106-T1	31	83	25	27	107	41
FUN_004107-T1	0	0	0	0	0	0
FUN_004108-T1	0	2	0	0	2	0
FUN_004109-T1	0	0	0	0	0	0
FUN_004110-T1	192	230	264	173	404	158
FUN_004111-T1	1	0	2	6	14	9
FUN_004112-T1	0	0	0	0	0	0
FUN_004113-T1	133	337	173	235	475	202
FUN_004114-T1	9	45	21	31	80	19
FUN_004115-T1	0	0	0	0	0	0
FUN_004116-T1	0	0	0	0	1	0
FUN_004117-T1	0	0	0	0	0	0
FUN_004118-T1	0	0	0	0	0	0
FUN_004119-T1	0	0	0	0	0	0
FUN_004120-T1	0	0	0	0	0	0
FUN_004121-T1	0	0	0	0	0	0
FUN_004122-T1	0	0	0	0	0	0
FUN_004123-T1	0	1	0	0	0	0
FUN_004124-T1	0	3	0	0	0	0
FUN_004125-T1	0	0	0	0	0	0
FUN_004126-T1	0	0	0	0	0	0
FUN_004127-T1	0	0	0	0	0	0
FUN_004128-T1	0	0	0	0	0	0
FUN_004129-T1	0	0	0	0	0	0
FUN_004130-T1	0	0	0	0	0	0
FUN_004131-T1	0	0	0	0	0	0
FUN_004132-T1	12	58	10	24	47	18
FUN_004133-T1	1	1	0	0	2	0
FUN_004134-T1	0	0	0	0	0	0
FUN_004135-T1	0	0	0	0	0	0
FUN_004136-T1	0	0	0	0	0	0
FUN_004137-T1	0	0	0	0	0	0
FUN_004138-T1	0	12	1	0	0	0
FUN_004139-T1	0	0	0	0	0	0
FUN_004140-T1	0	0	0	0	0	0
FUN_004141-T1	0	0	0	0	0	0
FUN_004142-T1	0	0	0	0	0	0
FUN_004143-T1	0	0	0	0	0	0
FUN_004144-T1	126	152	60	66	225	49
FUN_004145-T1	160	380	117	141	513	130
FUN_004146-T1	76	213	52	132	370	97
FUN_004147-T1	65	217	55	109	389	115
FUN_004148-T1	0	0	0	0	0	0
FUN_004149-T1	1	1	4	4	20	0
FUN_004150-T1	1	0	0	2	28	0
FUN_004151-T1	0	0	0	0	0	0
FUN_004152-T1	18	83	14	7	35	17
FUN_004153-T1	0	0	0	2	3	3
FUN_004154-T1	2	9	2	8	15	4
FUN_004155-T1	0	3	0	0	0	1
FUN_004156-T1	0	0	0	0	0	0
FUN_004157-T1	2	10	4	8	7	11
FUN_004158-T1	0	0	0	0	0	0
FUN_004159-T1	0	0	0	0	0	0
FUN_004160-T1	0	0	0	0	0	0
FUN_004161-T1	45	118	28	20	105	35
FUN_004162-T1	31	76	16	17	89	33
FUN_004163-T1	1	2	0	1	6	1
FUN_004164-T1	0	0	0	0	0	0
FUN_004165-T1	0	0	0	0	0	0
FUN_004166-T1	57	197	68	54	232	54
FUN_004167-T1	10	49	26	36	439	76
FUN_004168-T1	3	8	2	0	5	1
FUN_004169-T1	0	2	0	21	137	13
FUN_004170-T1	0	0	0	0	0	0
FUN_004171-T1	7	20	7	11	50	13
FUN_004172-T1	8	53	16	12	86	23
FUN_004173-T1	6	20	0	9	24	6
FUN_004174-T1	28	84	22	18	75	15
FUN_004175-T1	29	81	24	26	92	46
FUN_004176-T1	39	135	37	58	212	58
FUN_004177-T1	3	3	1	0	8	4
FUN_004178-T1	141	476	128	239	873	195
FUN_004179-T1	10	38	19	0	0	0
FUN_004180-T1	0	0	0	0	0	0
FUN_004181-T1	3	10	4	0	0	0
FUN_004182-T1	2	3	2	0	0	0
FUN_004183-T1	3	18	2	11	19	4
FUN_004184-T1	2	8	3	1	13	2
FUN_004185-T1	3	19	13	8	23	4
FUN_004186-T1	19	83	20	31	80	19
FUN_004187-T1	8	40	8	44	106	18
FUN_004188-T1	12	36	11	21	57	12
FUN_004189-T1	512	1461	334	554	1995	437
FUN_004190-T1	27	77	27	26	75	25
FUN_004191-T1	0	0	0	0	0	0
FUN_004192-T1	0	0	0	0	0	0
FUN_004193-T1	0	0	0	0	1	0
FUN_004194-T1	0	0	0	0	0	0
FUN_004195-T1	0	0	0	0	0	0
FUN_004196-T1	0	0	0	0	0	0
FUN_004197-T1	0	0	0	0	0	0
FUN_004198-T1	1	0	0	1	1	3
FUN_004199-T1	0	0	0	1	1	0
FUN_004200-T1	0	0	0	0	0	0
FUN_004201-T1	0	0	0	0	0	0
FUN_004202-T1	0	0	0	0	0	0
FUN_004203-T1	0	0	0	43	217	48
FUN_004204-T1	0	0	0	0	0	0
FUN_004205-T1	0	0	0	0	0	1
FUN_004206-T1	0	0	0	0	0	0
FUN_004207-T1	0	0	0	0	0	0
FUN_004208-T1	0	0	0	0	0	0
FUN_004209-T1	0	0	0	0	0	0
FUN_004210-T1	0	0	3	3	5	3
FUN_004211-T1	10	0	2	0	0	0
FUN_004212-T1	0	0	0	1	0	0
FUN_004213-T1	0	0	0	0	0	0
FUN_004214-T1	0	0	0	0	0	0
FUN_004215-T1	0	0	0	0	0	0
FUN_004216-T1	0	0	0	0	0	0
FUN_004217-T1	0	0	1	0	0	0
FUN_004218-T1	23	21	16	18	98	37
FUN_004219-T1	0	0	4	0	0	0
FUN_004220-T1	0	0	0	0	0	0
FUN_004221-T1	4	3	0	0	0	0
FUN_004222-T1	0	0	0	0	0	0
FUN_004223-T1	0	0	0	0	0	0
FUN_004224-T1	0	1	0	0	2	2
FUN_004225-T1	0	0	0	6	14	19
FUN_004226-T1	0	0	0	0	0	0
FUN_004227-T1	0	0	0	0	0	0
FUN_004228-T1	9	11	9	1	12	1
FUN_004229-T1	0	0	0	0	0	0
FUN_004230-T1	0	0	0	0	0	0
FUN_004231-T1	0	0	0	0	0	0
FUN_004232-T1	0	0	0	0	0	0
FUN_004233-T1	0	0	0	0	1	0
FUN_004234-T1	0	0	0	0	0	0
FUN_004235-T1	18	6	12	0	0	0
FUN_004236-T1	0	0	1	1	0	0
FUN_004237-T1	0	0	0	0	0	0
FUN_004238-T1	0	0	0	0	0	0
